MSRP-new    MrsP-new    PWLP-new    MSRP-ilp    PWLP-ilp
182033    927612    108487    14136083    8341892
306517    9016883    144420    89152155    62038212
192187    1506974    133413    21563502    16971285
224041    8828160    209239    77783148    116453616
280043    9404455    255522    220892659    175790894
203014    1430344    163124    36413374    27523865
259925    4743929    221458    53232287    35837509
157374    2497744    161644    46147387    46617504
233171    1358414    130941    19295059    12395455
180013    1351529    207429    25168702    20538849
184459    1933664    181521    42495843    41010484
139907    2584395    214279    37762361    27532259
133106    1255538    117764    20011794    20828367
131150    2357878    117959    15680448    10102011
131098    1129744    138213    15971633    10583522
166168    2748798    169215    58626450    66422269
89885    1483638    147075    23145524    18404922
162696    1826706    162700    31284647    23905203
175539    645030    115412    15448016    9756629
139936    643006    138562    10684598    9001845
164645    771426    118303    14813150    5753148
178285    958038    144036    22137419    11510897
233315    1085171    161354    19310750    11621353
259564    2190526    225769    44222500    40091514
146610    3466988    150701    44456997    41910027
218673    5587832    204121    41085284    36009070
147112    860131    132749    26426830    19332910
201504    957929    129107    23139709    14993498
179542    438270    129579    33227296    27367059
201245    616495    108737    14953947    6834186
166377    1526132    177210    25372517    15383198
160825    1326158    105246    17270108    11071922
184447    1379867    163106    18048939    15683209
178308    872513    143223    25881819    11589990
133002    565288    100436    11176189    6707601
240935    2992989    250638    46877489    39389418
190692    645662    86002    14051902    8126772
148732    996358    120782    19371802    12703169
309837    1089297    152037    20357957    12053066
136275    1310361    215154    39613429    40670783
241856    2267798    146442    21283361    12116206
117312    661217    84488    12102352    7294269
270953    2916952    287433    47094142    63571174
271974    2092024    166347    70840248    55490033
151277    1166443    128850    27109806    21143169
189629    736091    117585    16072399    5185153
107890    799734    136999    19786254    12230012
161514    1073615    188130    30232554    31007478
330742    3772154    249137    122602156    129474637
292937    1685991    164286    23577419    16199281
229245    5251920    174550    72037653    60249797
221379    687759    102096    14717897    6936213
243022    999370    133826    19202507    9593739
125685    603270    118492    14890109    10189203
171789    2130938    207766    66725168    67429504
165115    4168247    111087    39354086    29158138
197036    1069032    147615    17413843    12669327
211780    2975048    144831    65083507    44740101
159034    1957904    170617    40405299    22440876
224801    4695846    229390    53756022    40142228
225793    877861    134519    30420252    21597486
230449    1644705    195519    23004512    11570951
185855    1347453    146175    19185416    8526606
155741    1083777    144372    17834145    12567385
128374    458083    93050    12481988    7820892
153878    1088099    116778    35445949    19583076
196590    2113513    143796    28685486    19997408
189353    1768519    131951    40722370    24823396
159483    1086059    140136    19574641    17066512
138460    581242    97054    12373574    6413491
122107    1091761    100781    20273280    12844018
378084    5690094    210882    88469748    72328595
167683    1791988    144274    23142589    14427990
186206    3103758    149777    54814417    37995501
354527    3859106    227266    43562217    52453379
147975    840595    92359    29841616    16665140
166048    691341    105434    13962576    8110597
232415    923188    121461    26277540    13973060
274409    1635898    238161    30726845    14230709
224234    779206    143723    20434852    12777647
116916    507051    98375    10812241    6380367
119069    1893290    134161    24654317    19711414
113546    367896    121012    11975582    7795018
293945    7291637    149302    97592180    71034303
255740    3868104    279144    62577255    34832324
166213    769041    114603    17772174    8902170
175371    474068    97588    13973549    10954556
228867    1389538    130237    21895109    16826875
231240    2290419    167052    82805112    47583083
185956    1690407    133875    23917212    15958565
237802    2532061    136698    44586757    33307735
158143    1404382    204295    24730821    20707720
214952    1723672    165256    29952823    22497688
344683    2824072    170457    33588125    24507609
157251    823902    160859    15182783    10360760
216282    3361666    196363    32368109    20605767
255184    7242384    194523    86559326    65456953
203824    998005    138758    34335365    19521005
179503    1226671    158461    14324847    9832329
167504    1018032    151120    19646579    13485619
243459    2331277    183474    24905656    14835166
241806    3935272    161740    38131023    22384598
139813    581344    94388    10124521    7666105
